round,name,count,localCount,workload,estWorkload,npts,nfdpts
8,27,76,21,366330,567904,41249,3264
8,28,98,20,394386,560554,35819,82
8,29,91,24,453658,546713,42067,226
8,30,19,4,194959,563413,5181,346
8,31,67,16,321572,575189,34411,7673
8,32,75,20,371455,576564,21393,76
8,33,58,14,509352,549254,17247,291
8,34,55,17,291105,587771,17816,186
8,35,29,7,235763,564376,7469,65
8,36,57,17,387140,583837,36844,352
8,37,13,4,444547,540613,6076,1017
8,38,42,10,202244,573108,9162,85
8,39,91,21,551970,578582,72327,0
8,40,34,5,451260,527343,13825,274
8,41,46,14,360132,612377,17281,957
8,42,30,9,384922,619774,8785,927
8,43,23,6,287755,569195,17788,6723
8,44,64,12,679412,555940,38117,581
8,45,79,21,545598,557039,51692,205
8,46,64,15,467101,542972,19835,492
8,47,27,8,428704,563361,12627,6198
8,48,44,12,247018,559745,16675,224
8,49,26,6,460431,548603,8248,644
8,50,32,8,226492,525430,7966,84
8,51,73,16,417299,570604,26233,78
8,52,71,16,510909,577564,22445,162
8,53,65,16,462231,582402,22707,534
8,54,19,4,369362,538132,13403,7358
8,55,46,16,189839,552274,19360,1243
8,56,38,15,292352,571970,13288,2211
8,57,39,12,248497,527929,9484,261
8,58,50,16,312617,573384,20723,1046
8,59,57,25,248107,599244,26203,2318
8,60,170,54,446827,574717,79231,7480
8,61,204,68,490434,577603,73062,2866
8,62,77,23,278352,549207,23268,350
8,63,102,26,205900,571895,29016,209
9,0,17,4,394489,591555,6185,166
9,1,19,3,512083,627284,7001,267
9,2,17,4,296231,499281,9795,537
9,3,41,9,366704,543330,8743,171
9,4,89,25,381799,513813,31679,15
9,5,10,1,316949,348854,3353,172
9,6,98,22,392158,525559,38427,1036
9,7,132,37,537350,533090,64222,0
9,8,65,15,393011,572537,21110,197
9,9,38,5,568535,599696,14526,298
9,10,62,17,283184,520734,17769,50
9,11,33,8,208943,526405,8271,210
9,12,41,11,296143,533488,19930,572
9,13,53,14,256575,514225,18005,39
9,14,33,8,326254,607636,9738,441
9,15,42,9,80588,532781,6589,83
9,16,36,8,267283,511139,7531,80
9,17,36,7,347854,575236,8595,162
9,18,25,7,491468,548011,9227,642
9,19,55,13,462781,556843,15873,346
9,20,29,9,385384,574009,4633,162
9,21,106,31,476869,482598,49608,206
9,22,18,4,411284,547021,10875,3294
9,23,81,25,382001,531557,30967,78
9,24,29,8,213635,525812,25362,12015
9,25,118,35,347866,530270,35441,136
9,26,25,6,240548,458016,18252,8021
9,27,47,17,206325,535717,21338,3814
9,28,81,20,382471,529057,38923,52
9,29,95,26,410757,529228,36159,256
9,30,21,5,200871,581031,6486,422
9,31,56,14,306553,530093,35631,7457
9,32,91,22,390829,509556,23777,80
9,33,54,13,412741,522860,15907,242
9,34,46,15,321163,518826,12812,481
9,35,38,8,213880,501847,8593,49
9,36,41,12,198868,514298,17084,178
9,37,14,5,445846,624957,6581,1487
9,38,45,13,224284,524561,12490,68
9,39,111,26,500602,528087,68515,0
9,40,37,5,551015,482921,13021,632
9,41,37,13,283391,506575,15179,677
9,42,24,7,322568,527097,7275,311
9,43,18,7,293077,514512,10754,6389
9,44,60,11,637013,577280,35294,268
9,45,77,19,512862,516802,50035,194
9,46,60,14,460329,498630,17842,534
9,47,66,17,308844,511236,24074,1039
9,48,47,12,167396,399754,13908,22
9,49,29,6,432820,539457,8923,598
9,50,24,6,216836,519046,6578,81
9,51,79,18,276904,550290,23097,8
9,52,71,14,484225,521529,18208,192
9,53,55,15,292500,515237,22319,580
9,54,70,17,347963,515207,22039,574
9,55,55,18,304626,534123,27206,476
9,56,35,15,278495,540648,13389,2235
9,57,63,15,344064,531511,16120,361
9,58,56,24,256542,516758,22657,2358
9,59,70,22,259375,520777,23548,361
9,60,136,40,489530,553722,71946,3808
9,61,177,65,368588,522927,62513,5895
9,62,81,28,172272,422954,24995,168
9,63,201,75,333995,533119,53928,355
10,0,17,4,388748,612000,6671,162
10,1,14,2,354653,504674,5030,191
10,2,22,5,256678,412185,8448,569
10,3,35,8,380148,476594,7855,184
10,4,89,25,319067,483928,28514,6
10,5,18,2,454303,527126,5888,362
10,6,43,13,271334,561481,12755,87
10,7,111,33,491570,491594,61087,0
10,8,57,15,400288,487230,15672,212
10,9,39,5,337087,412609,10735,144
10,10,46,13,212882,450489,19306,186
10,11,26,6,178139,448239,6536,198
10,12,45,13,292244,492371,22443,555
10,13,56,16,239682,499115,18932,23
10,14,24,6,224688,538200,5866,97
10,15,39,10,88116,521233,7013,93
10,16,32,7,293205,524521,6843,94
10,17,39,11,334108,565988,11734,362
10,18,40,11,245240,428549,28858,7232
10,19,82,20,415858,481318,19095,122
10,20,29,9,307174,509430,4200,126
10,21,106,30,472409,470857,47359,200
10,22,12,4,416729,582578,6680,1441
10,23,88,26,309173,455742,25337,52
10,24,33,13,257059,480479,13342,1932
10,25,79,21,349357,477960,26810,33
10,26,21,5,459331,568918,15085,7418
10,27,119,48,354248,499466,59027,9426
10,28,85,18,316441,474974,27721,139
10,29,55,11,392256,494516,27591,115
10,30,23,5,185410,462435,4679,237
10,31,43,10,390760,443662,11616,670
10,32,82,25,344019,498925,23012,49
10,33,34,7,229433,416068,16053,2187
10,34,39,13,320748,450959,10663,447
10,35,31,7,243498,487826,8038,71
10,36,62,18,310524,496527,21737,682
10,37,16,5,427387,499411,5990,864
10,38,30,6,261858,493707,6956,125
10,39,112,25,464153,485976,57944,0
10,40,54,10,663269,493863,13696,906
10,41,54,16,284709,447795,15693,507
10,42,38,10,325391,519393,10557,381
10,43,30,8,174074,506050,22603,15385
10,44,59,12,421690,492995,34763,42
10,45,75,19,485379,488482,45285,185
10,46,56,14,406634,507153,19429,195
10,47,69,19,353483,493354,40652,1435
10,48,32,7,208824,400197,10295,166
10,49,35,8,389759,481395,9216,479
10,50,100,28,243257,411004,25164,44
10,51,69,14,272836,522875,20311,33
10,52,70,15,378162,489612,19214,128
10,53,41,12,311202,500240,16791,605
10,54,82,20,355829,477023,31432,341
10,55,42,14,158541,484994,14294,1397
10,56,19,7,362462,512569,9681,5197
10,57,56,16,276052,505647,20832,1036
10,58,95,34,275311,491534,25980,382
10,59,55,24,243832,496560,22364,2160
10,60,171,53,461885,478910,64968,87
10,61,100,22,358443,495877,36726,840
10,62,77,25,183360,482152,21068,147
10,63,224,86,368644,469958,58618,387
11,0,29,6,209889,423909,6507,62
11,1,28,6,362365,572886,9292,138
11,2,31,5,238087,387896,7910,420
11,3,77,13,415138,450156,15736,176
11,4,94,27,322895,443445,29304,12
11,5,29,9,280741,448706,3874,102
11,6,41,12,216507,454155,11173,59
11,7,55,13,249975,463266,17849,32
11,8,27,7,318701,405266,8065,413
11,9,21,2,369775,429275,5444,272
11,10,48,14,235659,444633,18811,305
11,11,42,7,277979,445341,9034,130
11,12,47,12,337107,441826,24374,418
11,13,58,16,221122,452664,15150,36
11,14,33,8,260521,490358,9934,92
11,15,97,27,439214,433798,42212,194
11,16,34,8,303953,481108,7415,115
11,17,40,9,157059,448992,6627,191
11,18,52,9,261653,440199,29845,5450
11,19,19,3,381717,443163,5391,195
11,20,37,12,286199,385832,9998,445
11,21,52,13,262734,450481,15121,314
11,22,16,4,348708,532957,15719,8183
11,23,97,29,321243,447074,23097,97
11,24,53,17,248050,441706,15894,741
11,25,84,19,285396,470467,24753,3
11,26,43,10,465562,437270,13885,434
11,27,150,45,371977,449276,60489,5810
11,28,77,20,336745,452937,29919,112
11,29,79,21,403791,462510,31289,419
11,30,33,10,169146,442689,7770,224
11,31,26,7,385774,460741,8016,573
11,32,89,22,272577,444856,19155,45
11,33,39,7,227143,403919,18630,2363
11,34,38,14,268962,432019,13275,569
11,35,16,4,249396,385793,4798,235
11,36,57,25,242427,446820,21165,1969
11,37,10,4,600683,588732,6070,1754
11,38,27,9,170224,478388,8120,164
11,39,106,24,443969,454304,52728,0
11,40,35,5,379397,426485,11430,203
11,41,60,14,413597,426193,15821,444
11,42,44,11,319564,462292,12614,321
11,43,32,9,213013,458797,24108,15720
11,44,54,10,591299,470518,29962,437
11,45,73,18,461448,459176,44501,260
11,46,36,5,281983,412032,11116,134
11,47,60,17,316300,438751,36526,1683
11,48,55,13,214589,369459,13909,124
11,49,71,19,416194,519318,19734,297
11,50,114,32,448125,446060,54696,0
11,51,34,7,341580,452591,8163,145
11,52,80,19,322634,461230,16236,99
11,53,47,13,268090,431886,18374,605
11,54,114,36,297410,400881,31372,101
11,55,39,13,200802,466155,13684,1258
11,56,11,5,310505,452434,10498,7756
11,57,45,10,262844,451492,17231,1111
11,58,32,10,261551,496858,11614,1734
11,59,79,25,235060,463357,22962,301
11,60,186,70,332142,456866,48607,3001
11,61,80,19,340410,450537,33801,502
11,62,112,42,221948,459806,29563,259
11,63,203,73,353147,455416,48835,182
12,0,32,7,177811,376813,7085,39
12,1,19,4,269251,408952,6306,116
12,2,42,8,330831,418262,8531,143
12,3,69,17,385232,468692,20418,108
12,4,94,26,248333,402908,20668,38
12,5,21,2,369081,399351,5113,263
12,6,46,13,223700,415505,12384,58
12,7,56,13,241958,430360,15134,37
12,8,37,7,274811,425914,7451,428
12,9,69,17,248423,418690,22210,3
12,10,45,13,220836,414263,16205,414
12,11,24,5,176584,429810,5556,90
12,12,49,14,300091,403305,22342,318
12,13,34,9,253042,404325,3578,93
12,14,53,14,265016,416882,15581,64
12,15,40,11,113420,412845,6225,162
12,16,32,8,343563,441996,6997,142
12,17,10,3,373310,465684,4707,996
12,18,28,7,204038,436071,24531,6547
12,19,18,3,297548,383922,4288,151
12,20,52,17,235578,412309,13985,258
12,21,66,19,300335,411437,20366,202
12,22,28,6,280356,515239,18896,3731
12,23,81,18,331391,418404,29998,83
12,24,15,3,260063,363784,12826,7524
12,25,63,18,222557,415106,16352,31
12,26,43,9,384072,411135,12100,372
12,27,24,6,419070,398771,5888,848
12,28,87,24,408027,407893,39296,192
12,29,70,20,357592,399159,27548,272
12,30,35,10,143277,410549,6373,194
12,31,91,22,403704,409179,46566,0
12,32,93,25,278968,403748,19347,69
12,33,82,19,297746,426154,29445,868
12,34,49,13,338758,459465,12115,599
12,35,16,4,260255,380047,4755,217
12,36,60,14,384068,379928,14251,406
12,37,27,8,423484,396623,7988,1162
12,38,38,12,171932,421173,11404,184
12,39,204,80,323059,406271,48732,4302
12,40,50,8,396968,432584,16161,195
12,41,51,9,518956,413104,24439,409
12,42,91,26,277551,401317,19042,86
12,43,30,8,179214,378913,21320,13275
12,44,52,18,286516,424043,16631,1103
12,45,76,17,429314,421798,42551,275
12,46,36,6,280575,422694,12859,121
12,47,58,16,283123,416462,35380,1642
12,48,33,10,259970,404504,12180,286
12,49,75,17,349068,411846,19765,208
12,50,123,32,430701,434574,50991,0
12,51,37,9,240515,417080,14793,1082
12,52,65,15,250501,371536,12582,61
12,53,56,13,280123,447449,23263,322
12,54,95,30,313849,383587,26611,316
12,55,34,11,165284,405261,11950,1218
12,56,18,6,268087,374142,8925,5977
12,57,125,33,344607,402355,51414,3824
12,58,20,7,265985,479173,11537,4901
12,59,73,33,237356,416470,22746,928
12,60,64,19,225215,417080,18574,968
12,61,33,7,244519,406428,8739,332
12,62,112,44,207941,435252,28507,180
12,63,220,82,364106,404348,54751,132
13,0,33,10,232700,343251,10737,217
13,1,32,11,221055,362468,9873,566
13,2,64,11,372287,362812,11508,465
13,3,84,19,252822,359725,14848,56
13,4,97,26,249601,385533,22423,39
13,5,18,2,381389,391224,4596,304
13,6,45,10,240241,412182,8902,70
13,7,54,15,193172,386658,11910,36
13,8,29,7,312940,391672,7220,468
13,9,52,11,309050,401125,13746,91
13,10,59,15,315898,387781,25386,383
13,11,31,9,285998,413334,6213,119
13,12,46,12,353395,387564,23736,402
13,13,34,11,202002,382025,5586,62
13,14,44,10,222120,396786,8297,64
13,15,175,49,289197,392225,36839,74
13,16,68,17,289902,379347,23251,15
13,17,7,2,245871,331392,2897,570
13,18,81,25,276228,390362,17181,87
13,19,26,5,249129,387800,6200,85
13,20,45,16,212015,372467,12787,157
13,21,45,10,235328,407863,9849,290
13,22,23,6,176166,363064,22952,12142
13,23,80,18,311395,380470,24776,125
13,24,43,13,183851,414024,8806,208
13,25,54,15,231337,381186,12741,46
13,26,36,7,355819,339240,12447,327
13,27,15,3,242302,347669,12739,7412
13,28,84,27,350785,390862,32912,210
13,29,76,21,348054,389684,25096,428
13,30,39,10,176480,382291,9122,36
13,31,123,24,373513,383299,41844,0
13,32,38,8,208277,369771,7427,90
13,33,85,22,272443,384096,25873,1070
13,34,23,5,257196,449218,15275,2972
13,35,16,4,242728,369015,4731,257
13,36,66,16,324294,370987,15816,152
13,37,21,6,565611,465253,7305,1624
13,38,45,13,150731,357137,8969,107
13,39,181,63,360978,368891,56679,132
13,40,52,7,322659,355031,12511,135
13,41,33,5,370101,358051,9567,416
13,42,84,24,263522,377275,19090,62
13,43,30,8,185415,363108,21227,13651
13,44,51,17,219123,371070,13869,739
13,45,76,16,400724,393563,40401,288
13,46,57,12,376472,405930,31601,46
13,47,62,15,234875,383522,30351,1591
13,48,18,7,138653,360955,9990,1987
13,49,59,17,343771,390058,17383,550
13,50,104,24,384457,385875,46303,1
13,51,42,10,212913,398475,12304,846
13,52,22,4,349031,431623,5991,176
13,53,25,6,367957,391958,5660,484
13,54,120,31,338882,384240,35150,47
13,55,30,10,147839,384811,11905,1235
13,56,45,12,269708,397174,15874,506
13,57,104,36,287947,396470,42065,7442
13,58,14,5,308326,440840,8422,3717
13,59,74,36,192195,380954,20869,1800
13,60,88,34,218568,378598,20142,300
13,61,28,7,229944,362685,7563,329
13,62,103,35,184140,355289,21220,168
13,63,190,62,205064,391496,30734,108
14,0,50,11,206416,348049,9619,56
14,1,33,11,229871,307991,9262,468
14,2,57,8,307731,364379,13362,192
14,3,78,17,372691,363002,12002,405
14,4,32,9,197465,358707,9557,265
14,5,59,10,370169,384569,15615,171
14,6,91,24,241768,365975,21277,50
14,7,92,26,246393,346714,16625,67
14,8,28,7,242812,310657,5712,402
14,9,32,7,271497,325172,4409,137
14,10,91,23,353433,348768,35297,226
14,11,73,16,257746,372895,15654,33
14,12,41,12,336030,357270,17338,441
14,13,32,8,222445,336317,2955,90
14,14,70,16,213599,368588,17404,11
14,15,174,43,278839,355198,30468,75
14,16,75,17,272611,358356,23105,9
14,17,28,7,149344,344166,4514,187
14,18,49,14,264539,361745,18700,489
14,19,30,7,277846,398972,8052,94
14,20,25,6,404824,338874,6076,1118
14,21,33,11,201666,357988,7599,206
14,22,105,36,173965,368282,22320,152
14,23,73,16,297334,360813,21951,94
14,24,42,15,187772,348216,11707,147
14,25,61,16,204251,335618,13811,35
14,26,35,6,401553,347718,10786,380
14,27,21,5,197291,332051,16783,10862
14,28,66,20,243593,354328,17857,196
14,29,79,22,309756,357180,26211,279
14,30,49,14,183004,379324,9605,40
14,31,97,22,336788,339532,37384,0
14,32,60,16,173513,353510,11994,28
14,33,57,13,254989,370923,20746,1024
14,34,18,3,213606,313216,7488,1328
14,35,11,3,349874,422648,3693,620
14,36,63,15,290084,340756,15169,103
14,37,19,4,252021,369643,5527,626
14,38,53,12,167060,353902,9023,57
14,39,161,55,303414,358641,54207,6336
14,40,15,2,304473,322015,4411,150
14,41,45,10,292432,362585,22376,43
14,42,23,7,256976,397411,9114,2995
14,43,32,8,178210,373132,22484,14626
14,44,11,4,234865,301720,7638,6503
14,45,69,15,344576,346480,38032,291
14,46,31,6,401586,357716,11531,462
14,47,54,14,212000,343282,27676,2535
14,48,34,9,172320,342931,20868,2983
14,49,62,12,404136,403468,13330,291
14,50,125,29,348155,347470,42567,0
14,51,83,23,231983,342703,16029,88
14,52,22,4,246215,362743,4024,118
14,53,41,10,271170,348018,10413,288
14,54,106,33,273223,333317,24125,267
14,55,30,10,164612,370677,12116,1208
14,56,23,6,272360,351857,7503,814
14,57,132,28,326550,361270,36781,361
14,58,34,9,241519,386927,9172,270
14,59,107,51,206885,356325,23961,1489
14,60,111,33,241673,359036,19413,356
14,61,32,8,191993,350060,11066,1132
14,62,59,20,243728,350286,15348,817
14,63,210,70,198477,356944,30263,152
15,0,52,12,199813,322145,9419,51
15,1,35,7,253768,323092,4739,127
15,2,32,7,214749,300982,7129,561
15,3,37,12,159011,331652,7199,192
15,4,45,11,168590,276048,9235,158
15,5,46,7,225280,287958,9782,147
15,6,103,23,332174,335506,41329,0
15,7,90,26,223811,320373,16806,59
15,8,29,8,327444,361018,7034,437
15,9,44,14,202724,337034,13912,428
15,10,83,22,286326,327493,19568,42
15,11,69,14,210633,335506,11705,34
15,12,21,2,308369,311892,3923,211
15,13,34,9,209938,310375,3383,75
15,14,56,13,207555,339990,12255,46
15,15,186,59,253443,331422,34619,70
15,16,63,16,255332,322432,21181,6
15,17,33,8,197148,330865,5545,169
15,18,85,23,310811,322109,35926,340
15,19,35,9,272303,421817,8721,123
15,20,34,7,219517,316512,8460,468
15,21,9,3,400246,381289,3803,1190
15,22,98,31,155990,327174,18172,91
15,23,72,21,181266,325027,12546,94
15,24,55,17,206070,334287,12526,157
15,25,60,18,190713,338927,13913,30
15,26,36,6,277369,287575,7137,304
15,27,9,4,220264,321597,9237,7475
15,28,67,22,249013,326730,17258,177
15,29,77,23,289684,330893,21622,356
15,30,45,12,179587,331625,9008,37
15,31,103,23,326147,329749,36469,0
15,32,56,16,184490,355039,11064,53
15,33,87,23,271249,328026,26862,494
15,34,20,5,283891,386017,14234,7935
15,35,16,4,249592,320213,4170,232
15,36,52,11,263512,318801,12078,162
15,37,12,2,244948,295705,5090,1227
15,38,47,11,161805,310271,8435,52
15,39,117,33,315199,314957,38893,54
15,40,37,6,212723,284088,10396,67
15,41,56,11,413928,392411,24140,335
15,42,21,8,167805,339371,7829,1656
15,43,32,8,193073,333724,21126,9765
15,44,26,6,360230,351528,4833,736
15,45,59,14,322476,327034,35030,336
15,46,42,5,339912,352285,8770,161
15,47,30,10,139898,324154,11659,1342
15,48,36,9,152701,331406,23644,8676
15,49,60,16,270106,304704,13018,236
15,50,72,17,371953,363663,13892,371
15,51,43,10,243878,339189,8334,291
15,52,22,4,216088,309984,4014,112
15,53,59,21,206005,318704,14725,640
15,54,121,32,289407,325532,29313,63
15,55,30,8,272450,320007,13286,404
15,56,41,11,197949,332049,12544,481
15,57,73,17,262892,320913,19954,146
15,58,33,8,173072,305873,10984,837
15,59,126,53,221064,318886,22708,285
15,60,95,45,169388,318750,20222,2477
15,61,50,13,192176,319364,24782,2272
15,62,109,38,252278,319995,42526,5639
15,63,184,60,173565,331624,23251,195
